area_type,availability,location,size,total_sqft,bath,balcony,price,bhk
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,1700.0,3.0,2.0,150.0,3.0
Super built-up  Area,18-Dec,Whitefield,3 BHK,2134.0,4.0,2.0,118.0,3.0
Super built-up  Area,18-Jun,Hosa Road,2 BHK,1369.1,2.0,1.0,98.0,2.0
Plot  Area,Ready To Move,Subramanyapura,3 Bedroom,600.0,3.0,1.0,69.0,3.0
Plot  Area,Ready To Move,Hennur Bande,3 Bedroom,1313.0,4.0,2.0,150.0,3.0
Super built-up  Area,Ready To Move,Carmelaram,3 BHK,2515.0,4.0,3.0,155.0,3.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2215.0,4.0,2.0,154.0,3.0
Super built-up  Area,Ready To Move,Basapura,3 BHK,1440.0,3.0,2.0,72.0,3.0
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1186.0,2.0,2.0,55.33,3.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1350.0,2.0,2.0,47.24,3.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,1800.0,3.0,2.0,140.0,3.0
Built-up  Area,Ready To Move,Kudlu,3 BHK,1600.0,3.0,3.0,79.0,3.0
Built-up  Area,Ready To Move,GM Palaya,2 BHK,1000.0,2.0,1.0,35.0,2.0
Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,2275.0,3.0,3.0,285.0,3.0
Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,1305.0,2.0,1.0,59.0,3.0
Super built-up  Area,20-Jan,Binny Pete,3 BHK,1740.0,3.0,1.0,150.0,3.0
Built-up  Area,Ready To Move,Malleshwaram,2 BHK,900.0,2.0,1.0,90.0,2.0
Built-up  Area,Ready To Move,Benson Town,2 BHK,1567.0,3.0,0.0,140.0,2.0
Super built-up  Area,Ready To Move,Kambipura,3 BHK,1082.0,2.0,1.0,45.5,3.0
Built-up  Area,Ready To Move,Nagarbhavi,2 BHK,1050.0,2.0,1.0,80.0,2.0
Super built-up  Area,Ready To Move,Atmananda Colony,2 BHK,1200.0,2.0,1.0,56.0,2.0
Built-up  Area,Ready To Move,Begur,3 Bedroom,3500.0,4.0,2.0,185.0,3.0
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,1220.0,2.0,2.0,52.0,2.0
Super built-up  Area,18-Apr,Binny Pete,3 BHK,1970.0,3.0,2.0,164.0,3.0
Super built-up  Area,20-Dec,CMH Road,3 BHK,2665.0,3.0,1.0,350.0,3.0
Built-up  Area,Ready To Move,Kanakapura,4 BHK,2130.0,4.0,0.0,120.0,4.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,1749.0,3.0,2.0,120.0,3.0
Super built-up  Area,18-Jun,Subramanyapura,2 BHK,1260.0,2.0,1.0,108.0,2.0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,1170.0,2.0,2.0,120.0,2.0
Super built-up  Area,Ready To Move,Ankappa Layout,3 BHK,1670.0,3.0,2.0,75.0,3.0
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,2264.0,3.0,2.0,168.0,3.0
Super built-up  Area,15-Oct,Byadarahalli,4 BHK,3500.0,5.0,2.0,450.0,4.0
Super built-up  Area,Ready To Move,Begur,2 BHK,1100.0,2.0,2.0,55.0,2.0
Super built-up  Area,18-Dec,Chandapura,2 BHK,674.0,1.0,1.0,19.9,2.0
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1320.0,2.0,1.0,160.0,2.0
Plot  Area,Ready To Move,Vishveshwarya Layout,4 Bedroom,600.0,4.0,2.0,85.0,4.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1125.0,2.0,2.0,65.0,2.0
Super built-up  Area,Ready To Move,Nagavara,2 BHK,1125.0,2.0,2.0,44.5,2.0
Super built-up  Area,Ready To Move,Baba Nagar,2 BHK,700.0,2.0,1.0,29.0,2.0
Built-up  Area,Ready To Move,BTM Layout,3 BHK,1300.0,2.0,1.0,75.0,3.0
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1600.0,3.0,2.0,83.0,3.0
Super built-up  Area,18-Aug,Magadi Road,3 BHK,1052.0,2.0,1.0,60.0,3.0
Super built-up  Area,Ready To Move,Neelasandra,4 BHK,1140.0,3.0,1.0,145.0,4.0
Super built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK,1130.0,2.0,2.0,36.0,2.0
Plot  Area,Ready To Move,Yediyur,4 Bedroom,1140.0,3.0,2.0,225.0,4.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,2200.0,3.0,3.0,220.0,3.0
Built-up  Area,Ready To Move,Electronic City,3 BHK,1500.0,2.0,1.0,63.0,3.0
Super built-up  Area,20-Dec,Old Madras Road,3 BHK,1350.0,3.0,1.0,47.25,3.0
Super built-up  Area,Ready To Move,Gottigere,3 BHK,1230.0,2.0,2.0,52.0,3.0
Super built-up  Area,18-Apr,Haralur Road,3 BHK,1520.0,2.0,2.0,85.0,3.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525.0,1.0,1.0,26.25,1.0
Super built-up  Area,20-Oct,Hosa Road,2 BHK,1040.0,2.0,1.0,61.0,2.0
Built-up  Area,Ready To Move,Upadhyaya Layout,3 BHK,1300.0,2.0,1.0,67.0,3.0
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,2690.0,4.0,3.0,201.0,4.0
Super built-up  Area,Ready To Move,Domlur,1 BHK,780.0,1.0,1.0,70.0,1.0
Super built-up  Area,Ready To Move,Panathur,2 BHK,1140.0,2.0,1.0,51.2,2.0
Super built-up  Area,19-Jan,Chandapura,3 BHK,1225.0,3.0,1.0,33.08,3.0
Built-up  Area,Ready To Move,Nagavarapalya,1 BHK,646.0,1.0,0.0,25.84,1.0
Super built-up  Area,Ready To Move,Cox Town,3 BHK,1600.0,3.0,1.0,150.0,3.0
Super built-up  Area,18-Apr,Kadugodi,3 BHK,1890.0,4.0,3.0,125.0,3.0
Built-up  Area,Ready To Move,Kadugodi,2 BHK,1050.0,2.0,1.0,34.0,2.0
Plot  Area,Ready To Move,Ittamadu,6 Bedroom,1200.0,4.0,2.0,100.0,6.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1458.0,2.0,2.0,62.0,3.0
Plot  Area,Ready To Move,Naganathapura,5 Bedroom,1200.0,6.0,0.0,86.0,5.0
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1970.0,3.0,2.0,160.0,3.0
Plot  Area,Ready To Move,Whitefield,3 Bedroom,1808.0,4.0,0.0,80.0,3.0
Built-up  Area,Ready To Move,Balagere,2 BHK,1007.0,2.0,1.0,67.0,2.0
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,1105.0,2.0,1.0,50.0,2.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,1700.0,3.0,3.0,150.0,3.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1170.0,2.0,3.0,50.0,2.0
Built-up  Area,Ready To Move,Chandapura,2 BHK,1080.0,2.0,3.0,45.0,2.0
Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,1150.0,2.0,1.0,62.0,3.0
Super built-up  Area,19-Jul,Ramamurthy Nagar,2 BHK,1200.0,2.0,1.0,57.9,2.0
Super built-up  Area,Ready To Move,Jakkuru Layout,2 BHK,1200.0,2.0,1.0,54.0,2.0
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,1656.0,3.0,2.0,75.0,3.0
Plot  Area,18-Apr,bsk 6th stage 2ad block near sri conversation hall,4 Bedroom,600.0,4.0,2.0,87.0,4.0
Super built-up  Area,Ready To Move,KR Puram,2 BHK,1040.0,2.0,2.0,50.0,2.0
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1085.0,2.0,2.0,33.7,2.0
Super built-up  Area,18-Apr,Virat Nagar,3 BHK,1215.0,2.0,2.0,49.75,3.0
Built-up  Area,Ready To Move,NRI Layout,4 Bedroom,2150.0,4.0,2.0,115.0,4.0
Plot  Area,Ready To Move,Hoodi,4 Bedroom,1100.0,4.0,1.0,120.0,4.0
Super built-up  Area,18-Feb,Panathur,2 BHK,1210.0,2.0,1.0,77.0,2.0
Built-up  Area,Ready To Move,Kallumantapa,2 BHK,1050.0,2.0,1.0,55.0,2.0
Plot  Area,Ready To Move,"Annapoorneshwari Layout, JP nagar 7th phase",3 Bedroom,600.0,3.0,1.0,70.0,3.0
Super built-up  Area,18-Aug,Iblur Village,3 BHK,1920.0,3.0,2.0,150.0,3.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1250.0,2.0,1.0,50.0,3.0
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,947.55,2.0,1.0,80.0,2.0
Built-up  Area,Ready To Move,Malleshpalya,2 BHK,1421.0,2.0,1.0,90.0,2.0
Plot  Area,Ready To Move,Mudalpalaya,6 Bedroom,1050.0,4.0,2.0,155.0,6.0
Super built-up  Area,18-May,Old Madras Road,3 BHK,1425.0,2.0,2.0,74.31,3.0
Super built-up  Area,Ready To Move,Budigere,2 BHK,1162.0,2.0,1.0,58.0,2.0
Super built-up  Area,18-Jul,Whitefield,1 BHK,905.0,1.0,1.0,60.0,1.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,914.0,2.0,1.0,32.0,2.0
Built-up  Area,18-Apr,elachenahalli,2 BHK,1258.0,2.0,0.0,58.0,2.0
Plot  Area,Ready To Move,CV Raman Nagar,4 Bedroom,1100.0,4.0,2.0,220.0,4.0
Plot  Area,Ready To Move,Hormavu,4 Bedroom,3500.0,4.0,1.0,289.0,4.0
Plot  Area,Ready To Move,Poorna Pragna Layout,7 Bedroom,2400.0,6.0,2.0,450.0,7.0
Built-up  Area,Ready To Move,Ramagondanahalli,4 Bedroom,4200.0,4.0,2.0,800.0,4.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1537.0,2.0,3.0,70.0,3.0
Super built-up  Area,Ready To Move,Chikkalasandra,3 BHK,1230.0,2.0,2.0,53.51,3.0
Plot  Area,Ready To Move,B K Nagar,6 Bedroom,2400.0,5.0,2.0,300.0,6.0
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,2250.0,3.0,1.0,200.0,3.0
Plot  Area,Ready To Move,Hosur Road,4 Bedroom,2000.0,4.0,1.0,69.0,4.0
Super built-up  Area,Ready To Move,Vivek Nagar,8 BHK,3000.0,4.0,3.0,130.0,8.0
Built-up  Area,Ready To Move,Kumaraswami Layout,4 Bedroom,2600.0,4.0,0.0,325.0,4.0
Built-up  Area,16-Sep,Indira Nagar,4 Bedroom,3200.0,3.0,2.0,250.0,4.0
Built-up  Area,Ready To Move,Anjanapura,2 BHK,950.0,2.0,0.0,32.0,2.0
Super built-up  Area,Ready To Move,Marathahalli,4 BHK,4000.0,4.0,2.0,200.0,4.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1282.0,2.0,1.0,48.72,3.0
Built-up  Area,18-Apr,Banashankari Stage III,2 BHK,1304.0,2.0,0.0,111.0,2.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,2100.0,3.0,2.0,200.0,3.0
Built-up  Area,Ready To Move,Jakkur,3 BHK,1220.0,2.0,2.0,49.0,3.0
Super built-up  Area,Ready To Move,Budigere,3 BHK,1636.0,3.0,2.0,85.0,3.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1415.0,3.0,1.0,65.0,3.0
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1728.0,3.0,2.0,125.0,3.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1680.0,3.0,3.0,125.0,3.0
Super built-up  Area,19-Dec,Venkatapura,2 BHK,1235.0,2.0,1.0,140.0,2.0
Plot  Area,18-May,Yelachenahalli,4 Bedroom,900.0,2.0,1.0,115.0,4.0
Built-up  Area,Ready To Move,Yelahanka,4 Bedroom,3990.0,4.0,1.0,260.0,4.0
Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1495.0,2.0,2.0,83.0,2.0
Plot  Area,Ready To Move,Hennur Road,5 Bedroom,1500.0,5.0,1.0,175.0,5.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,2501.0,3.0,3.0,138.0,3.0
Carpet  Area,20-Dec,Kanakpura Road,1 BHK,381.0,1.0,0.0,28.0,1.0
Super built-up  Area,19-Mar,Gopalapura,4 BHK,3301.8,5.0,2.0,570.0,4.0
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,2002.0,3.0,2.0,120.0,3.0
Built-up  Area,17-Mar,Meenakunte,3 Bedroom,3200.0,3.0,0.0,260.0,3.0
Plot  Area,Ready To Move,Banjara Layout,2 Bedroom,1200.0,2.0,2.0,70.0,2.0
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,1500.0,3.0,0.0,235.0,4.0
Plot  Area,17-Sep,Bommasandra,3 Bedroom,1942.0,3.0,2.0,90.0,3.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1522.5,2.0,2.0,60.75,3.0
Built-up  Area,Ready To Move,Thyagaraja Nagar,1 Bedroom,660.0,1.0,0.0,95.0,1.0
Plot  Area,Ready To Move,Banashankari Stage III,4 Bedroom,1200.0,6.0,2.0,170.0,4.0
Built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,1450.0,3.0,2.0,90.0,3.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1039.0,2.0,1.0,50.0,2.0
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,1210.0,2.0,1.0,80.0,2.0
Super built-up  Area,Ready To Move,Attibele,2 BHK,995.0,1.0,1.0,24.88,2.0
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1620.0,3.0,2.0,90.0,3.0
Built-up  Area,Ready To Move,Choodasandra,3 Bedroom,3204.0,4.0,3.0,395.0,3.0
Built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,3408.0,3.0,3.0,260.0,3.0
Built-up  Area,Ready To Move,Marathahalli,2 BHK,1314.0,2.0,3.0,55.0,2.0
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,945.0,2.0,1.0,33.0,2.0
Built-up  Area,Ready To Move,Nehru Nagar,3 BHK,1374.0,3.0,2.0,72.0,3.0
Built-up  Area,19-Jan,Kanakpura Road,3 BHK,1603.0,3.0,3.0,113.0,3.0
Built-up  Area,Ready To Move,Kengeri,3 BHK,1230.0,2.0,2.0,52.0,3.0
Super built-up  Area,Ready To Move, Basavangudi,1 RK,670.0,1.0,1.0,50.0,1.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,1864.0,3.0,2.0,105.0,4.0
Built-up  Area,18-Jan,Hosa Road,3 Bedroom,2500.0,3.0,2.0,100.0,3.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1625.0,2.0,2.0,54.0,3.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1186.0,2.0,3.0,55.0,2.0
Plot  Area,Ready To Move,KR Puram,8 Bedroom,1500.0,7.0,2.0,382.0,8.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,770.0,1.0,1.0,39.9,2.0
Super built-up  Area,18-Feb,Varthur,2 BHK,1085.0,2.0,1.0,45.0,2.0
Super built-up  Area,Ready To Move,Dairy Circle,4 BHK,3754.0,6.0,2.0,480.0,4.0
Super built-up  Area,Ready To Move,Dodsworth Layout,3 BHK,1893.0,3.0,2.0,115.0,3.0
Plot  Area,Ready To Move,Thurahalli,4 Bedroom,600.0,3.0,2.0,65.0,4.0
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,1496.0,2.0,3.0,78.0,3.0
Super built-up  Area,18-Jul,Chandapura,3 BHK,1305.0,3.0,1.0,33.28,3.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1550.0,2.0,2.0,82.0,3.0
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1200.0,2.0,1.0,58.17,3.0
Super built-up  Area,20-Jan,Badavala Nagar,3 BHK,1494.0,2.0,2.0,94.55,3.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1286.0,2.0,2.0,69.0,2.0
Plot  Area,Ready To Move,"Banashankari 6th stage , 2nd block",3 Bedroom,600.0,4.0,1.0,100.0,3.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,1860.0,3.0,2.0,95.0,3.0
Built-up  Area,Ready To Move,Raghuvanahalli,1 BHK,425.0,1.0,1.0,750.0,1.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1243.0,2.0,2.0,45.0,2.0
Super built-up  Area,Ready To Move,Brookefield,2 BHK,1200.0,2.0,2.0,75.0,2.0
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,1044.0,2.0,2.0,32.0,2.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1040.0,2.0,1.0,41.59,2.0
Super built-up  Area,18-Jun,8th Phase JP Nagar,2 BHK,1125.0,2.0,2.0,36.94,2.0
Super built-up  Area,19-Jul,Cunningham Road,3 BHK,3489.0,3.0,1.0,662.0,3.0
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,1278.0,2.0,2.0,59.0,3.0
Super built-up  Area,Ready To Move,Chelekare,6 BHK,2400.0,6.0,2.0,98.0,6.0
Super built-up  Area,Ready To Move,Belatur,2 BHK,1250.0,2.0,1.0,43.0,2.0
Plot  Area,Ready To Move,Vijayanagar,5 Bedroom,2400.0,6.0,3.0,125.0,5.0
Plot  Area,Ready To Move,KR Puram,5 Bedroom,4166.0,5.0,2.0,560.0,5.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1210.0,2.0,2.0,75.0,2.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,4 BHK,1200.0,3.0,2.0,110.0,4.0
Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,1157.0,2.0,1.0,57.84,3.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,1.0,51.15,2.0
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,1450.0,3.0,3.0,100.0,3.0
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,1859.0,3.0,2.0,121.0,3.0
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,1763.0,3.0,2.0,262.0,2.0
Super built-up  Area,17-Sep,Attibele,2 BHK,900.0,1.0,1.0,25.0,2.0
Super built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,1305.0,3.0,1.0,60.0,3.0
Built-up  Area,Ready To Move,Srirampuram,3 BHK,1200.0,2.0,2.0,100.0,3.0
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,784.0,1.0,0.0,35.285,1.0
Plot  Area,Immediate Possession,Kasavanhalli,2 BHK,5000.0,2.0,2.0,400.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1150.0,2.0,0.0,36.8,2.0
Built-up  Area,Ready To Move,Whitefield,3 BHK,1806.0,3.0,3.0,85.0,3.0
Super built-up  Area,Ready To Move,Kudlu,2 BHK,1027.0,2.0,2.0,42.0,2.0
Super built-up  Area,19-Jul,Uttarahalli,2 BHK,1002.0,2.0,1.0,40.08,2.0
Super built-up  Area,18-Apr,Electronic City Phase II,3 BHK,1220.0,2.0,1.0,36.21,3.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1109.0,2.0,1.0,35.22,2.0
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1002.0,2.0,1.0,40.08,2.0
Super built-up  Area,Ready To Move,Narayanapura,2 BHK,1308.0,2.0,1.0,89.04,2.0
Super built-up  Area,19-Mar,Hennur Road,2 BHK,1232.0,2.0,1.0,69.6,2.0
Super built-up  Area,18-Apr,Haralur Road,2 BHK,1027.0,2.0,2.0,44.0,2.0
Built-up  Area,Ready To Move,Kalyan nagar,2 BHK,1250.0,2.0,2.0,65.0,2.0
Plot  Area,Ready To Move,2nd Phase JP Nagar,6 Bedroom,900.0,6.0,3.0,170.0,6.0
Plot  Area,Ready To Move,KR Puram,4 Bedroom,960.0,4.0,2.0,80.0,4.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1255.0,2.0,1.0,53.87,2.0
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1434.0,3.0,3.0,84.0,3.0
Built-up  Area,Ready To Move,Doddathoguru,2 BHK,925.0,2.0,2.0,30.0,2.0
Super built-up  Area,19-Dec,Jakkur,3 BHK,1858.0,3.0,1.0,123.0,3.0
Built-up  Area,Ready To Move,Jakkuru Layout,2 BHK,1205.0,2.0,1.0,70.0,2.0
Plot  Area,18-Jul,Nelamangala,3 Bedroom,1500.0,3.0,2.0,90.0,3.0
Plot  Area,Ready To Move,Nagawara Junction,3 Bedroom,1200.0,3.0,2.0,200.0,3.0
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,1020.0,2.0,2.0,48.95,2.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,965.0,2.0,1.0,56.0,2.0
Plot  Area,Ready To Move,7th Phase JP Nagar,5 Bedroom,1800.0,6.0,3.0,270.0,5.0
Plot  Area,Ready To Move,Hoysalanagar,6 Bedroom,1200.0,4.0,2.0,90.0,6.0
Super built-up  Area,Ready To Move,Battarahalli,2 BHK,1636.0,2.0,2.0,82.89,2.0
Super built-up  Area,18-Dec,Kundalahalli,3 BHK,1724.0,3.0,1.0,125.0,3.0
Super built-up  Area,18-Oct,Whitefield,2 BHK,1216.0,2.0,1.0,67.0,2.0
Super built-up  Area,18-Feb,Yelahanka,1 BHK,654.0,1.0,1.0,36.25,1.0
Built-up  Area,Ready To Move,Chikkabanavar,4 Bedroom,2460.0,7.0,2.0,80.0,4.0
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2 BHK,1190.0,2.0,2.0,41.0,2.0
Plot  Area,Ready To Move,Tavarekere,7 Bedroom,1200.0,5.0,2.0,180.0,7.0
Super built-up  Area,Ready To Move,Budigere,3 BHK,1636.0,3.0,2.0,92.0,3.0
Super built-up  Area,18-Dec,Hennur Road,2 BHK,1195.0,2.0,2.0,73.0,2.0
Super built-up  Area,Ready To Move,Nagavara,3 BHK,2400.0,3.0,3.0,251.0,3.0
Super built-up  Area,Ready To Move,1st Block HRBR Layout,2 BHK,1250.0,2.0,1.0,67.0,2.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1452.0,3.0,2.0,90.0,3.0
Super built-up  Area,19-Dec,Thanisandra,3 BHK,1546.0,3.0,1.0,95.0,3.0
Built-up  Area,Ready To Move,Sarjapur  Road,4 Bedroom,3385.5,6.0,0.0,142.0,4.0
Plot  Area,Ready To Move,Indira Nagar,3 Bedroom,1440.0,3.0,1.0,275.0,3.0
Plot  Area,Ready To Move,Naganathapura,2 Bedroom,2260.0,3.0,1.0,80.0,2.0
Plot  Area,Ready To Move,Tavarekere,4 Bedroom,2700.0,3.0,2.0,90.0,4.0
Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1475.0,2.0,2.0,171.0,2.0
Built-up  Area,Ready To Move,JP Nagar,4 BHK,3000.0,3.0,2.0,150.0,4.0
Built-up  Area,Ready To Move,KG Halli,1 Bedroom,375.0,1.0,0.0,26.0,1.0
Super built-up  Area,Ready To Move,Balagere,2 BHK,1007.0,2.0,1.0,66.0,2.0
Super built-up  Area,Ready To Move,Cubbon Road,4 BHK,5422.0,6.0,2.0,1900.0,4.0
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1020.0,2.0,3.0,47.0,2.0
Super built-up  Area,Ready To Move,Lavelle Road,2 BHK,1000.0,2.0,0.0,150.0,2.0
Plot  Area,Ready To Move,Varanasi,2 Bedroom,800.0,3.0,1.0,59.5,2.0
Plot  Area,Ready To Move,Geddalahalli,5 Bedroom,1200.0,3.0,2.0,95.0,5.0
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1125.0,2.0,3.0,55.0,2.0
Plot  Area,Ready To Move,Kudlu Gate,9 Bedroom,1150.0,9.0,2.0,140.0,9.0
Built-up  Area,Ready To Move,Kada Agrahara,3 BHK,909.0,2.0,1.0,43.0,3.0
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,2850.0,5.0,0.0,240.0,4.0
Super built-up  Area,Ready To Move,Dodsworth Layout,2 BHK,1400.0,2.0,3.0,85.0,2.0
Super built-up  Area,Ready To Move,Kadugodi,2 BHK,1152.0,2.0,2.0,61.0,2.0
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,958.0,2.0,1.0,34.49,2.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1150.0,2.0,2.0,55.0,2.0
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,2990.0,5.0,1.0,173.0,3.0
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1310.0,2.0,2.0,85.0,2.0
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,1590.0,2.0,2.0,126.0,3.0
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1645.0,3.0,2.0,110.0,3.0
Built-up  Area,Ready To Move,Veerabhadra Nagar,3 Bedroom,1800.0,2.0,2.0,100.0,3.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1795.0,3.0,2.0,150.0,3.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1100.0,2.0,3.0,35.0,2.0
Super built-up  Area,18-Nov,Thanisandra,1 BHK,777.0,1.0,0.0,38.535,1.0
Super built-up  Area,Ready To Move,Kalkere,2 BHK,925.0,2.0,2.0,70.0,2.0
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,1542.14,3.0,3.0,120.0,3.0
Plot  Area,Ready To Move,Konanakunte,4 Bedroom,3746.0,6.0,1.0,375.0,4.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1430.0,2.0,2.0,54.0,3.0
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,1020.0,2.0,2.0,55.0,2.0
Plot  Area,Ready To Move,Ramamurthy Nagar Extension,4 Bedroom,750.0,2.0,1.0,42.0,4.0
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1140.0,2.0,1.0,32.92,2.0
Built-up  Area,Ready To Move,Anekal,3 BHK,967.0,2.0,1.0,45.0,3.0
Super built-up  Area,19-Jun,Hebbal,4 BHK,2470.0,4.0,2.0,203.0,4.0
Built-up  Area,Ready To Move,Maruthi Nagar,2 BHK,850.0,1.0,0.0,35.5,2.0
Super built-up  Area,Ready To Move,Vidhyanagar Cross,2 BHK,1100.0,2.0,2.0,32.0,2.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1697.0,3.0,2.0,110.0,3.0
Super built-up  Area,Ready To Move,Varthur,2 BHK,1250.0,2.0,2.0,47.0,2.0
Super built-up  Area,Ready To Move,Gottigere,2 BHK,1120.0,2.0,2.0,50.0,2.0
Plot  Area,Ready To Move,NRI Layout,4 Bedroom,1200.0,4.0,0.0,95.0,4.0
Plot  Area,Ready To Move,Hennur Road,5 Bedroom,5100.0,6.0,3.0,375.0,5.0
Plot  Area,Ready To Move,7th Block Jayanagar,4 Bedroom,2400.0,3.0,2.0,480.0,4.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,1200.0,2.0,1.0,52.0,2.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1100.0,2.0,1.0,44.0,2.0
Super built-up  Area,Ready To Move, Devarachikkanahalli,3 BHK,1417.0,2.0,2.0,76.0,3.0
Built-up  Area,Ready To Move,Thanisandra,3 BHK,1492.0,3.0,1.0,88.0,3.0
Super built-up  Area,22-Nov,Devanahalli,3 BHK,1498.0,3.0,3.0,79.15,3.0
